region-centroid-col,region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean
0.02655271318674545,0.01976046073733128,0.050156993693159437,-0.004047893159341901,-0.008178135868654126,-0.0023952124941328573,-0.007572486831046338,-0.002724459478163698,0.012307761875776538,0.011655537365676824,0.014837721703015321,0.009772576914944205,-0.015926108555618154,0.0269748463688438,-0.029733095921104367,0.01458669411997489,-0.009834946275308789,-0.009125896544481375
-0.003398412398385434,0.002383116015829352,-0.0074288191479842105,-0.004047893159341901,-0.01246191402632318,-0.0025329401103219083,-0.012056071360312457,-0.0027878641120811162,-0.019713052367737967,-0.0194948459889745,-0.01990468681134759,-0.019477193519543773,0.018009240435674426,-0.01744757175231715,0.01150223754925403,-0.02064598758540444,0.052239611549930294,-0.010239596370558351
0.0219887321452017,-0.02983737732195547,-0.0074288191479842105,-0.004047893159341901,-0.007321348530272772,-0.0022910439705893433,-0.007572471843031822,-0.0025541609748123634,0.04687247555236929,0.046963704459821315,0.04570216282379906,0.04767010594001167,-0.03728541551908781,0.030637328048656647,-0.014520063885427934,0.04588668385941497,-0.020741191062129165,-0.012618695784268401
-0.026503566421200688,0.017950320662174828,-0.0074288191479842105,-0.004047893159341901,-0.0013240823653367262,-0.001822641151839154,0.037903977330945304,-0.0005287319568976857,0.003565636033367735,0.003999936181879363,0.00416001025509483,0.002396550326123602,0.0010415656705415328,0.00689024231796757,-0.012718518295001894,0.003758302397192042,-0.014582343956882262,-0.008564370275907424
-0.018231350783402635,0.026638993022925793,-0.0074288191479842105,-0.004047893159341901,-0.0034659724465764532,-0.0019461883899311056,0.0010744521140051836,-0.0022357384138466927,0.006836362310620765,0.006771790226300565,0.008303600550013446,0.005067180129688589,-0.006144741955080953,0.015396662356784562,-0.019924695252074694,0.007960365645570823,-0.011299916261527035,-0.00887972026094094
0.006870544945088012,0.02229465684255031,-0.0074288191479842105,-0.004047893159341901,-0.002609215180351086,-0.0021537550205793315,0.003636506773996377,-0.0022357386615453716,0.006695033137938569,0.007431756521489424,0.0073473874418096535,0.005130765954053509,0.001241185177094043,0.009843858496685681,-0.017922976528178366,0.006990658779395214,-0.013764232991221608,-0.007943715211798359
0.020562488069719272,0.03822388950392708,-0.0074288191479842105,-0.004047893159341901,-0.0038943510796891363,-0.0019189399583758933,-0.007252222936886753,-0.0027165558733353817,-0.010526753665550405,-0.01111328081132475,-0.01257371913847153,-0.0073957667747492975,0.0032373820391965137,-0.022291505379625147,0.03452196468133346,-0.011595390781913106,-0.008310852638836009,0.05406260180285343
-0.02735931286649014,-0.004495416269765161,-0.0074288191479842105,-0.004047893159341901,-0.01160515768539492,-0.0025376657661112093,-0.010454787514872116,-0.00286334017125878,-0.01724991289021608,-0.015403058166237198,-0.018098506437416294,-0.01782394555294027,0.030784902149707596,-0.0198104662902454,0.0026946899367692595,-0.01854495600970039,0.012511507439241317,0.00626258910743785
-0.03534627968919171,-0.015356256720703865,-0.0074288191479842105,-0.004047893159341901,0.07921104282877858,0.12146196930710458,0.039185002931554615,0.06975168890601847,-0.008568355065666809,-0.011179277322049798,-0.0065177035833584385,-0.008413149121038327,-0.01672458837840556,0.006653950982129311,0.005497091826519024,-0.007070091749857978,0.015348944052308371,-0.01448373410642481
-0.015949360262630757,-0.013908144660578705,0.050156993693159437,-0.004047893159341901,0.009385381149237593,0.0011592251821612187,0.008760613211668275,0.000423581353086362,-0.008507786121101498,-0.007351475542212685,-0.0076864087590000464,-0.010511502499372022,0.017410381377043684,-0.001498034179535299,-0.01492040474773714,-0.008255289300102296,0.0009580946280023444,-0.00399940963667883
